"UserID","Question","Task","Type","Technique","Seconds","Score","Error","QuestionText","ResponseText","ResponseCode"
"R_3oZ0n8fzhC8k48F",5,1,"Timed","Cluster Heatmap",20.287,0,8,"What is the height of the tree?","15",15
"R_2AQjjFWs50VdKHs",5,1,"Timed","Cluster Heatmap",8.566,0,1,"What is the height of the tree?","8",8
"R_2BkRNDLqoxiaFUt",5,1,"Timed","Cluster Heatmap",10.102,0,1,"What is the height of the tree?","8",8
"R_31RzRuyeNllDzny",5,1,"Timed","Cluster Heatmap",12.503,1,0,"What is the height of the tree?","7",7
"R_2wjCYTiFfvLImN4",5,1,"Timed","Cluster Heatmap",20.344,0,6,"What is the height of the tree?","13",13
"R_e8oohE1nFNEFmBL",5,1,"Timed","Cluster Heatmap",21.566,0,9,"What is the height of the tree?","16",16
"R_ODJJfKMZrYxVeVP",5,1,"Timed","Cluster Heatmap",20.57,0,1,"What is the height of the tree?","8",8
"R_1mDHo9RsMOOBEP4",5,1,"Timed","Cluster Heatmap",10.715,0,1,"What is the height of the tree?","8",8
"R_08l6irxVFTV34o9",5,1,"Timed","Cluster Heatmap",12.369,0,1,"What is the height of the tree?","8",8
"R_vdgH1XYLyq42dJT",5,1,"Timed","Cluster Heatmap",13.836,0,1,"What is the height of the tree?","8",8
"R_2cvIrspY1QTBEMs",5,1,"Timed","Cluster Heatmap",20.049,1,0,"What is the height of the tree?","7",7
"R_3ps7omcOqeLSz1d",5,1,"Timed","Cluster Heatmap",7.006,0,2,"What is the height of the tree?","5",5
"R_2vZWlc0fU8wzEv3",5,1,"Timed","Cluster Heatmap",21.434,0,2,"What is the height of the tree?","5",5
"R_BV2qAJ3bn7CSTKN",5,1,"Timed","Cluster Heatmap",15.691,0,8,"What is the height of the tree?","15",15
"R_2zvfQLv3r9lwJrx",5,1,"Timed","Cluster Heatmap",18.954,1,0,"What is the height of the tree?","7",7
"R_2rkJIDVtgZM3rm5",5,1,"Timed","Cluster Heatmap",25.668,0,4,"What is the height of the tree?","3",3
"R_puhEy9vov8hZ35n",5,1,"Timed","Cluster Heatmap",8.021,0,1,"What is the height of the tree?","8",8
"R_1obDlEjuARLkOpU",5,1,"Timed","Cluster Heatmap",32.569,0,1,"What is the height of the tree?","6",6
"R_3n7cZMTyFaPmNqd",5,1,"Timed","Cluster Heatmap",12.076,0,1,"What is the height of the tree?","8",8
"R_21bysIEBIwTwZ83",5,1,"Timed","Cluster Heatmap",27.268,0,7,"What is the height of the tree?","14",14
"R_2rwKPAvlzgDicMW",5,1,"Timed","Force Directed Tree",10.46,0,3,"What is the height of the tree?","10",10
"R_3iR1wvh2btgDx7J",5,1,"Timed","Force Directed Tree",24.195,1,0,"What is the height of the tree?","7",7
"R_5jsiRPWsxpTmS6l",5,1,"Timed","Force Directed Tree",5.341,1,0,"What is the height of the tree?","7",7
"R_Qcz563ZDciRh09b",5,1,"Timed","Force Directed Tree",26.391,1,0,"What is the height of the tree?","7",7
"R_Rb1jQ8zWn30hRYd",5,1,"Timed","Force Directed Tree",9.083,0,3,"What is the height of the tree?","4",4
"R_VVboJ3CbJYhkhq1",5,1,"Timed","Force Directed Tree",15.492,0,2,"What is the height of the tree?","9",9
"R_2xLYX7QMXh6YYwN",5,1,"Timed","Force Directed Tree",13.773,0,4,"What is the height of the tree?","3",3
"R_2OTNvB3sZZRwCus",5,1,"Timed","Force Directed Tree",16.419,0,3,"What is the height of the tree?","4",4
"R_xfvh8oC2Ead2P85",5,1,"Timed","Force Directed Tree",36.585,0,2,"What is the height of the tree?","9",9
"R_2QPtiqz6lvpshEC",5,1,"Timed","Force Directed Tree",12.757,1,0,"What is the height of the tree?","7",7
"R_3qHD0hrlWxtB75e",5,1,"Timed","Force Directed Tree",9.249,0,2,"What is the height of the tree?","5",5
"R_2OHoSra2rZOrDw3",5,1,"Timed","Force Directed Tree",24.062,1,0,"What is the height of the tree?","7",7
"R_2rSMGWOIWv7MBWY",5,1,"Timed","Force Directed Tree",17.933,0,2,"What is the height of the tree?","9",9
"R_23gmqr83e4LbSkw",5,1,"Timed","Force Directed Tree",26.086,0,3,"What is the height of the tree?","10",10
"R_0ML0Bh2bADeSKE9",5,1,"Timed","Force Directed Tree",12.535,0,1,"What is the height of the tree?","8",8
"R_3Gfxp6VV9NqcDaW",5,1,"Timed","Force Directed Tree",14.577,0,1,"What is the height of the tree?","6",6
"R_0MUR73qODNZ8ITf",5,1,"Timed","Force Directed Tree",10.273,0,5,"What is the height of the tree?","12",12
"R_YVo61hebwYUGqI1",5,1,"Timed","Force Directed Tree",10.832,1,0,"What is the height of the tree?","7",7
"R_2e9EnzhNtkYiBeB",5,1,"Timed","Force Directed Tree",23.819,0,4,"What is the height of the tree?","11",11
"R_2q4o3EXZAPF9zPm",5,1,"Timed","Force Directed Tree",14.851,0,3,"What is the height of the tree?","4",4
"R_2V90gRcwgWnnF1X",5,1,"Timed","Force Directed Tree",16.706,1,0,"What is the height of the tree?","7",7
"R_2SoZGf3em2IcO5w",5,1,"Timed","Force Directed Tree",31.732,0,4,"What is the height of the tree?","3",3
"R_2b3nN9IkGW5DltK",5,1,"Timed","Force Directed Tree",16.701,0,9,"What is the height of the tree?","16",16
"R_3yh8oLiMHCYQV5r",5,1,"Timed","Force Directed Tree",28.425,0,2,"What is the height of the tree?","5",5
"R_2R3XWaewaK5SH2l",5,1,"Timed","Force Directed Tree",21.619,0,1,"What is the height of the tree?","8",8
"R_2wT72bYCj6NyIRM",5,1,"Timed","Force Directed Tree",7.645,0,3,"What is the height of the tree?","10",10
"R_1QA7Q71qY2eGEjA",5,1,"Timed","Force Directed Tree",38.861,0,8,"What is the height of the tree?","15",15
"R_QhNvd8Z3zwf1Ry9",5,1,"Timed","Force Directed Tree",65.449,0,4,"What is the height of the tree?","11",11
"R_2tnHUer6uTXYNIs",5,1,"Timed","Force Directed Tree",10.35,0,3,"What is the height of the tree?","10",10
"R_1ISFndFUV7u8jum",5,1,"Timed","Force Directed Tree",4.548,0,8,"What is the height of the tree?","15",15
"R_2yjAiOuU2PV6R07",5,1,"Timed","Force Directed Tree",37.908,0,2,"What is the height of the tree?","5",5
"R_1dK75THlZFY9mgI",5,1,"Timed","Force Directed Tree",18.932,1,0,"What is the height of the tree?","7",7
"R_3fAG1WVYJ50wRKm",5,1,"Timed","Force Directed Tree",24.367,1,0,"What is the height of the tree?","7",7
"R_1CevAH5lquON8tb",5,1,"Timed","Gapmap",9.227,0,1,"What is the height of the tree?","8",8
"R_3gLXI2wn1UxerDl",5,1,"Timed","Gapmap",62.413,1,0,"What is the height of the tree?","7",7
"R_1H8FOZMMrAj4OSe",5,1,"Timed","Gapmap",10.887,0,3,"What is the height of the tree?","10",10
"R_w03P2LSlmmuvs6R",5,1,"Timed","Gapmap",10.361,0,1,"What is the height of the tree?","8",8
"R_1gHCDJyO9ar3fwq",5,1,"Timed","Gapmap",8.781,0,1,"What is the height of the tree?","8",8
"R_eVPDLYhv1AHqNKV",5,1,"Timed","Gapmap",13.932,0,1,"What is the height of the tree?","8",8
"R_d05Jtvu04FKmS5z",5,1,"Timed","Gapmap",11.041,0,1,"What is the height of the tree?","8",8
"R_2S2Y7Gyy9NLcdlU",5,1,"Timed","Gapmap",32.531,0,8,"What is the height of the tree?","15",15
"R_25R7SjgKusyJhCY",5,1,"Timed","Gapmap",15.861,1,0,"What is the height of the tree?","7",7
"R_VOp7RWnxRyBoVdD",5,1,"Timed","Gapmap",8.175,1,0,"What is the height of the tree?","7",7
"R_piopwCHEQVH9Ly1",5,1,"Timed","Gapmap",28.913,0,2,"What is the height of the tree?","5",5
"R_3lQZWHd65TquSOd",5,1,"Timed","Gapmap",16.488,0,1,"What is the height of the tree?","8",8
"R_2ri1QGuv2kdkEWN",5,1,"Timed","Gapmap",14.873,1,0,"What is the height of the tree?","7",7
"R_2OVF9IJdtU66iky",5,1,"Timed","Gapmap",36.183,0,8,"What is the height of the tree?","15",15
"R_ub3pUH3Kp7DntId",5,1,"Timed","Gapmap",19.476,0,8,"What is the height of the tree?","15",15
"R_eKb1c76zPhAc98J",5,1,"Timed","Gapmap",13.557,1,0,"What is the height of the tree?","7",7
"R_1hEXYTseBaENG1z",5,1,"Timed","Gapmap",26.626,0,1,"What is the height of the tree?","8",8
"R_27y5zx5w507SG1a",5,1,"Timed","Gapmap",18.616,0,8,"What is the height of the tree?","15",15
"R_3LhW9zleNB3VQL0",5,1,"Timed","Gapmap",9.754,0,1,"What is the height of the tree?","8",8
"R_3eC2JsI715rgVcB",5,1,"Timed","Gapmap",5.164,0,2,"What is the height of the tree?","9",9
"R_1OBsdC5C8n3YeCJ",5,1,"Timed","Gapmap",14.299,0,2,"What is the height of the tree?","5",5
"R_1jfhk6rkGNFYKRw",5,1,"Timed","Gapmap",10.206,0,1,"What is the height of the tree?","8",8
"R_1ITmUf4af8G1adx",5,1,"Timed","Gapmap",8.017,0,3,"What is the height of the tree?","10",10
"R_qVgLZGygGsmY7rr",5,1,"Timed","Gapmap",32.152,0,9,"What is the height of the tree?","16",16
"R_3GsajCYxgInQlmK",5,1,"Timed","Gapmap",15.986,0,8,"What is the height of the tree?","15",15
"R_1Q57vpUDue01e2l",5,1,"Timed","Gapmap",20.974,0,2,"What is the height of the tree?","9",9
"R_3hFK1xA2mVOhWxP",5,1,"Timed","Gapmap",6.351,0,1,"What is the height of the tree?","8",8
"R_0NBQOHlMsU8X6zr",5,1,"Timed","Gapmap",11.942,0,1,"What is the height of the tree?","8",8
"R_3knYCN4G1GVbrgp",5,1,"Timed","Gapmap",11.223,1,0,"What is the height of the tree?","7",7
"R_2PvU3ZwHDTibaaA",5,1,"Timed","Gapmap",10.117,0,3,"What is the height of the tree?","10",10
"R_Dw71W9VvyTHKzq9",5,1,"Timed","Gapmap",10.937,0,8,"What is the height of the tree?","15",15
"R_2eb7q82bS1E9NS0",5,1,"Timed","Gapmap",8.908,0,1,"What is the height of the tree?","8",8
"R_1FsnWrnYgqiHhM0",5,1,"Timed","Gapmap",15.303,1,0,"What is the height of the tree?","7",7
"R_1qVBoKVMPCXN6Lc",5,1,"Timed","Radial Dendrogram",5.094,0,6,"What is the height of the tree?","13",13
"R_1DYAZDkRwcWCsv2",5,1,"Timed","Radial Dendrogram",35.179,1,0,"What is the height of the tree?","7",7
"R_3iwJs3EarUKaRER",5,1,"Timed","Radial Dendrogram",44.822,0,1,"What is the height of the tree?","6",6
"R_2UYQn4taqYQ5Kp2",5,1,"Timed","Radial Dendrogram",17.758,0,2,"What is the height of the tree?","5",5
"R_77EKzKiFYZMQtax",5,1,"Timed","Radial Dendrogram",21.158,0,1,"What is the height of the tree?","8",8
"R_1M4CUWjSdhI2OnW",5,1,"Timed","Radial Dendrogram",14.849,0,6,"What is the height of the tree?","13",13
"R_1nTK5CZqBSb9QaT",5,1,"Timed","Radial Dendrogram",22.631,0,3,"What is the height of the tree?","4",4
"R_3qHWKNwKO5ktOiw",5,1,"Timed","Radial Dendrogram",14.393,0,1,"What is the height of the tree?","6",6
"R_2f3Wr0soivvn4a7",5,1,"Timed","Radial Dendrogram",64.278,0,1,"What is the height of the tree?","6",6
"R_10CW2Wrw3E8Sw6p",5,1,"Timed","Radial Dendrogram",11.396,0,9,"What is the height of the tree?","16",16
"R_31nEWYwOrYV02ta",5,1,"Timed","Radial Dendrogram",14.648,0,4,"What is the height of the tree?","3",3
"R_3fGywcXXxqnnhbt",5,1,"Timed","Radial Dendrogram",33.479,0,5,"What is the height of the tree?","2",2
"R_1mVnnjP1DSUQGLz",5,1,"Timed","Radial Dendrogram",27.131,0,4,"What is the height of the tree?","11",11
"R_3etdH2ho3ueZh1Q",5,1,"Timed","Radial Dendrogram",26.712,0,13,"What is the height of the tree?","20",20
"R_3jT2q0aUNyrVW5Q",5,1,"Timed","Radial Dendrogram",34.335,0,4,"What is the height of the tree?","3",3
"R_1Nh3ExR8KJEQBuu",5,1,"Timed","Radial Dendrogram",67.285,0,13,"What is the height of the tree?","20",20
"R_1OOyuWMzuNnwrwx",5,1,"Timed","Radial Dendrogram",23.089,0,1,"What is the height of the tree?","8",8
"R_Bunrbk8Ng7TrVWp",5,1,"Timed","Radial Dendrogram",41.36,0,13,"What is the height of the tree?","20",20
"R_2U0l9l5Xc2fqdAo",5,1,"Timed","Radial Dendrogram",48.352,0,6,"What is the height of the tree?","1",1
"R_2eVvypfWgihQeJT",5,1,"Timed","Radial Dendrogram",33.335,0,8,"What is the height of the tree?","15",15
"R_2X5uVTO5uMtDt1G",5,1,"Timed","Radial Dendrogram",30.507,0,11,"What is the height of the tree?","18",18
"R_3Pe2ldVI1scyRFF",5,1,"Timed","Radial Dendrogram",19.631,0,4,"What is the height of the tree?","11",11
"R_11hjtF9sTllfHpK",5,1,"Timed","Radial Dendrogram",20.568,0,1,"What is the height of the tree?","6",6
"R_3PUcn0vWqw7JLpi",5,1,"Timed","Radial Dendrogram",7.599,0,5,"What is the height of the tree?","12",12
"R_3snw8WK4QHwBtz6",5,1,"Timed","Radial Dendrogram",15.605,0,4,"What is the height of the tree?","11",11
"R_1IctBejJ1Qa9WA2",5,1,"Timed","Radial Dendrogram",33.663,0,3,"What is the height of the tree?","4",4
"R_11WStaqFMXjbb5a",5,1,"Timed","Radial Dendrogram",23.57,0,3,"What is the height of the tree?","10",10
"R_2AQYPL0JXLTnX5h",5,1,"Timed","Radial Dendrogram",10.45,0,2,"What is the height of the tree?","9",9
"R_9LvI7NyafsgMZ6p",5,1,"Timed","Radial Dendrogram",40.319,0,1,"What is the height of the tree?","8",8
"R_1DHdE8dsTg4dwex",5,1,"Timed","Radial Dendrogram",33.621,0,3,"What is the height of the tree?","4",4
"R_9ABWu2Lxs7CgmL7",5,1,"Timed","Sunburst",15.719,1,0,"What is the height of the tree?","7",7
"R_1j9g3yCnSwEgdRo",5,1,"Timed","Sunburst",11.522,0,1,"What is the height of the tree?","6",6
"R_3OrnCDZVGN5pl5f",5,1,"Timed","Sunburst",32.8,1,0,"What is the height of the tree?","7",7
"R_2YhT0jIM0ovyPIN",5,1,"Timed","Sunburst",11.703,0,1,"What is the height of the tree?","8",8
"R_1JJkXZW5sWfknUp",5,1,"Timed","Sunburst",22.663,0,1,"What is the height of the tree?","8",8
"R_eVTRVkkLKrw2kdX",5,1,"Timed","Sunburst",14.034,1,0,"What is the height of the tree?","7",7
"R_1OH2LftiMSiLH2P",5,1,"Timed","Sunburst",13.64,1,0,"What is the height of the tree?","7",7
"R_2xVMR92Bv0iK6fc",5,1,"Timed","Sunburst",18.13,0,1,"What is the height of the tree?","8",8
"R_5d3BUZuKfyQaVsB",5,1,"Timed","Sunburst",15.916,0,1,"What is the height of the tree?","6",6
"R_21b5ZkM961ZDOw9",5,1,"Timed","Sunburst",18.817,1,0,"What is the height of the tree?","7",7
"R_2cclDp2fTqro7df",5,1,"Timed","Sunburst",16.883,0,1,"What is the height of the tree?","8",8
"R_wN1ePDJXDNdACAx",5,1,"Timed","Sunburst",11.9,1,0,"What is the height of the tree?","7",7
"R_3JaaiJSSa4Dm0NF",5,1,"Timed","Sunburst",14.131,0,1,"What is the height of the tree?","6",6
"R_1NgMbUHC55zZBoM",5,1,"Timed","Sunburst",12.902,0,2,"What is the height of the tree?","5",5
"R_0wyw9DENUqY23SN",5,1,"Timed","Sunburst",14.42,0,1,"What is the height of the tree?","6",6
"R_9v5e8k0qqbfqEqF",5,1,"Timed","Sunburst",27.612,0,13,"What is the height of the tree?","20",20
"R_3GBOUtx4kfb2j70",5,1,"Timed","Sunburst",12.966,1,0,"What is the height of the tree?","7",7
"R_4OcLqYosLvs6qPf",5,1,"Timed","Sunburst",41.384,0,12,"What is the height of the tree?","19",19
"R_b8COfAXS1BteOqJ",5,1,"Timed","Sunburst",22.725,0,1,"What is the height of the tree?","8",8
"R_1obf4uJ1HYmmIYm",5,1,"Timed","Sunburst",25.544,0,1,"What is the height of the tree?","6",6
"R_ZjXdhq0TAtmnTsl",5,1,"Timed","Sunburst",12.846,0,1,"What is the height of the tree?","6",6
"R_1gcnwl0ZXdldp8B",5,1,"Timed","Sunburst",47.18,0,1,"What is the height of the tree?","8",8
"R_2v9cmfAMYuCFfDI",5,1,"Timed","Sunburst",63.506,0,2,"What is the height of the tree?","5",5
"R_1prFk7Uq0tK4nbc",5,1,"Timed","Sunburst",8.64,1,0,"What is the height of the tree?","7",7
"R_2fk6fWmvY16aqTx",5,1,"Timed","Sunburst",12.514,0,1,"What is the height of the tree?","6",6
"R_w5aqNT5HTZnJGsF",5,1,"Timed","Sunburst",23.873,0,6,"What is the height of the tree?","13",13
"R_YSTJl0MPsU8paAF",5,1,"Timed","Sunburst",15.205,0,4,"What is the height of the tree?","11",11
"R_1dN3OhtzAKl45Oq",5,1,"Timed","Sunburst",17.143,0,5,"What is the height of the tree?","12",12
"R_3M3S455OkbsJGf9",5,1,"Timed","Sunburst",18.533,0,1,"What is the height of the tree?","6",6
"R_eP9Yq82NgWD0CoZ",5,1,"Timed","Sunburst",27.974,0,6,"What is the height of the tree?","13",13
"R_1LnvKNaUcIcj04L",5,1,"Timed","Sunburst",15.417,0,1,"What is the height of the tree?","8",8
"R_3fwywPtw7JbnsgJ",5,1,"Timed","Sunburst",10.309,0,1,"What is the height of the tree?","8",8
"R_25tMlkx0LAQHnqo",8,2,"Timed","Circle Packing",8.823,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_vq71oQyy45dYJy1",8,2,"Timed","Circle Packing",12.47,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_3PgFKIO61fhAfeh",8,2,"Timed","Circle Packing",15.41,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_1IhliPn2Eok0Orb",8,2,"Timed","Circle Packing",6.821,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_0dkeqhWcTjAZ6XX",8,2,"Timed","Circle Packing",21.972,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_5BWF1xvHubsKfJL",8,2,"Timed","Circle Packing",6.096,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_1qg1fLzWSYWJ5CK",8,2,"Timed","Circle Packing",20.469,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_1LRJRJYNqZM9Gr1",8,2,"Timed","Circle Packing",9.357,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_AajHQGTpaomEOul",8,2,"Timed","Circle Packing",13.93,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_1KpCy6fCwglHngv",8,2,"Timed","Circle Packing",16.316,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_24CtBmQNoFCIdch",8,2,"Timed","Circle Packing",10.001,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_1hB8RMGbOxAG5Bm",8,2,"Timed","Circle Packing",12.13,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_1f11OqTRbLV1aZ1",8,2,"Timed","Circle Packing",25.747,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_Od8xp3cMlYjI5Ud",8,2,"Timed","Circle Packing",9.228,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2WvrsWkseXH6cla",8,2,"Timed","Circle Packing",14.082,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_wMLcWGuM9l19ZwB",8,2,"Timed","Circle Packing",13.538,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_5pudnT9rRVi5So1",8,2,"Timed","Circle Packing",5.456,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_XRok4d9TQFjfTSV",8,2,"Timed","Circle Packing",22.946,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_269Ff6rVuAbaNhd",8,2,"Timed","Circle Packing",19.34,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_23V2nOJKSHdxPiq",8,2,"Timed","Circle Packing",28.677,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_2axiMt5L8ARsI9m",8,2,"Timed","Circle Packing",8.227,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_1MWZFMnuDyKuD1y",8,2,"Timed","Circle Packing",13.719,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_1n8RjYB7ylMKQT7",8,2,"Timed","Circle Packing",15.397,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_2us1VTNzoRCHSkL",8,2,"Timed","Circle Packing",11.142,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_2ZPkPWB0wEI1u9D",8,2,"Timed","Circle Packing",11.368,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_2qDbkTc67Gglptp",8,2,"Timed","Circle Packing",7.283,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_1P5BkOIRfQHs6UY",8,2,"Timed","Circle Packing",6.563,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_25HoIjC5FuhBsAy",8,2,"Timed","Circle Packing",36.855,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_1I4V6AZtLmMHeoj",8,2,"Timed","Circle Packing",11.56,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_21BPikUTu4ILdhw",8,2,"Timed","Circle Packing",14.794,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_6Kdbzns7MUtmiih",8,2,"Timed","Circle Packing",15.988,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_3MfGbN6MEmP0Enk",8,2,"Timed","Cluster Heatmap",9.758,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_1QbFjRd6H95JNra",8,2,"Timed","Cluster Heatmap",5.566,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2ardaoGTgCIIatC",8,2,"Timed","Cluster Heatmap",7.491,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_vOAxPP4vwwudSa5",8,2,"Timed","Cluster Heatmap",10.049,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_26nF3kaKDe73Rn0",8,2,"Timed","Cluster Heatmap",25.223,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_PS2OGYI40Oo5WCd",8,2,"Timed","Cluster Heatmap",8.974,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_3Jef3qcZrmKWTZ8",8,2,"Timed","Cluster Heatmap",15.156,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2bTA6ACSb1LCYl6",8,2,"Timed","Cluster Heatmap",7.376,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2wiziPOOHCi0PWG",8,2,"Timed","Cluster Heatmap",20.153,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_veEyxBhLtECjn9L",8,2,"Timed","Cluster Heatmap",9.924,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2BgMM7XWnMAShyN",8,2,"Timed","Cluster Heatmap",14.948,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2DP33a11PkSPHZ7",8,2,"Timed","Cluster Heatmap",35.394,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_2vcyVB6pfayAvdc",8,2,"Timed","Cluster Heatmap",14.9,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_3oZ0n8fzhC8k48F",8,2,"Timed","Cluster Heatmap",10.095,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2AQjjFWs50VdKHs",8,2,"Timed","Cluster Heatmap",6.05,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2BkRNDLqoxiaFUt",8,2,"Timed","Cluster Heatmap",10.299,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_31RzRuyeNllDzny",8,2,"Timed","Cluster Heatmap",10.285,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2PtBRKHLXdllcwY",8,2,"Timed","Cluster Heatmap",52.65,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_2wjCYTiFfvLImN4",8,2,"Timed","Cluster Heatmap",4.869,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_e8oohE1nFNEFmBL",8,2,"Timed","Cluster Heatmap",15.904,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_ODJJfKMZrYxVeVP",8,2,"Timed","Cluster Heatmap",9.788,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_1mDHo9RsMOOBEP4",8,2,"Timed","Cluster Heatmap",20.571,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_08l6irxVFTV34o9",8,2,"Timed","Cluster Heatmap",8.115,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_vdgH1XYLyq42dJT",8,2,"Timed","Cluster Heatmap",19.379,0,4,"Which of the highlighted elements is furthest away from the root?","(4, 1)",2
"R_2cvIrspY1QTBEMs",8,2,"Timed","Cluster Heatmap",17.29,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_3ps7omcOqeLSz1d",8,2,"Timed","Cluster Heatmap",12.004,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2vZWlc0fU8wzEv3",8,2,"Timed","Cluster Heatmap",9.22,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_BV2qAJ3bn7CSTKN",8,2,"Timed","Cluster Heatmap",8.668,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2zvfQLv3r9lwJrx",8,2,"Timed","Cluster Heatmap",12.101,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2rkJIDVtgZM3rm5",8,2,"Timed","Cluster Heatmap",5.784,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_puhEy9vov8hZ35n",8,2,"Timed","Cluster Heatmap",7.087,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_1obDlEjuARLkOpU",8,2,"Timed","Cluster Heatmap",42.972,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_3n7cZMTyFaPmNqd",8,2,"Timed","Cluster Heatmap",12.679,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_21bysIEBIwTwZ83",8,2,"Timed","Cluster Heatmap",25.554,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_2rwKPAvlzgDicMW",8,2,"Timed","Force Directed Tree",13.769,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_3iR1wvh2btgDx7J",8,2,"Timed","Force Directed Tree",13.724,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_5jsiRPWsxpTmS6l",8,2,"Timed","Force Directed Tree",5.98,0,2,"Which of the highlighted elements is furthest away from the root?","(5, 13)",3
"R_Qcz563ZDciRh09b",8,2,"Timed","Force Directed Tree",9.438,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_Rb1jQ8zWn30hRYd",8,2,"Timed","Force Directed Tree",12.865,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
"R_VVboJ3CbJYhkhq1",8,2,"Timed","Force Directed Tree",8.861,1,0,"Which of the highlighted elements is furthest away from the root?","(1, 5)",1
